,4828
桩,1
厉害,6
幽默,1
不怕,2
女,15
答复,35
修身养性,2
门牌,4
感慨,1
昏暗,19
提心吊胆,2
居民小区,2
1960,1
睡觉时,3
清净,1
伤心,3
欠佳,3
换上,4
于山,2
当天,44
可气,7
级别,11
恼火,6
很窄,1
会员卡,3
流溢,1
上边,1
下手,1
三四个,2
孤弃,1
下才,2
推介,3
很多很多,1
不提,2
好吃,18
警方,4
好名,2
填,3
买票,1
好后,1
评不上,1
哭笑不得,1
洗完,13
中央空调,32
吃不消,2
来接,1
代客,1
单号,1
头天,1
有霉点,1
一走了之,1
近,64
值班,34
散户,1
办理,64
扬子江,2
消防队,1
诡异,1
车,75
有点像,4
上述,4
三千五百,1
隐私,3
风景点,1
别人,34
清冷,1
以外,13
旁楼,1
省,7
刚住,5
这里,156
不换,5
卡东刷,1
扑鼻,5
非常感谢,4
特级,1
来换,4
四元,2
饥饿,1
公寓,36
吗,89
合租,1
拨通,4
倾斜,1
西北,2
朱容基,2
咬,7
提示音,1
稳,2
单人房,4
水质,6
迈,1
疗养所,1
开设,1
均面,1
308,1
坐地,1
廁及,2
无车,1
声音,123
久久,5
7.24,1
302,1
那桌,1
交通状况,2
水龙头,32
忽灭,1
from,3
坐在,11
角是,1
姑且,2
条,7
解决办法,2
无论是,6
如不送,1
离店,21
调皮,1
郊区,2
日离店,3
以客,3
站点,2
七种,1
时光,1
增加,7
点餐,1
上车,5
几年,6
瑕疵,1
排放,1
个别,2
联想,1
证明,5
玩得,1
去入,1
态度生硬,8
投入,2
倒底,1
声称,5
喝斥,2
低温,1
我进,3
持续,4
太多要,1
强调,7
需到,2
我过,2
进门,28
冻坏,2
贼,5
怀着,1
日货,1
热风,2
气味,27
大闹,1
超市,14
钢琴,2
专用,4
令人费解,2
逐步,1
行人,2
租,7
大门,16
耳边,2
运气,5
展览会,1
算有,1
中央,4
哭,3
照本宣科,2
价格上涨,2
planet,2
虫虫,1
始发,1
离开,53
查出,2
济宁,1
清新剂,3
先交,1
老街,2
西刷,1
冲过去,2
别住,2
相等,2
瘦长,1
泡温泉,6
可,110
引来,4
剔除,1
来不及,5
睡好,3
够,20
完竟,1
此于,1
橱,1
咳,2
%,12
此事,23
软性,2
优惠,20
金额,8
老公,7
正规,11
电热,1
会儿,1
地带,1
乱糟糟,4
地帮,1
不能不,4
菲律宾人,2
CTRIP,12
木制,1
掂量,2
旗下,2
北齊,2
碰见,2
进一步,4
目的地,1
行为,9
四倍,1
散掉,2
每有,1
雅士,2
使丽轩,2
忍无可忍,4
优悦,2

,9063
健身房,3
2003,1
2000,5
吊灯,1
2006,17
不成,3
2005,2
at,2
2008,212
行业,5
角有,1
做生意,1
想通,2
去年,8
旁有,1
合,1
一方面,1
我能,4
取舍,2
不深,1
骗,15
傻傻的,1
一二点,1
隐瞒,1
转换,1
所以,175
泥浆,1
暴露,1
钢筋,1
江景,9
奖励,2
未经,3
办理手续,7
巴士,7
有误,2
钉子,2
通融,1
价目表,3
服务业,7
词,3
订个,1
单已,1
几时,1
人订,1
下水,22
房客,11
调研,1
全瘪,1
浴场,1
工程,7
不诚实,1
小处,1
迅速,2
订上,1
订下,2
灰,10
抛开,1
小多,2
龙游,2
铺上,2
何原因,1
％,9
肉菜,1
比如说,2
maintain,2
特点,5
无数个,1
随时,9
免费,123
贪污,3
师傅,11
方案,6
WHAT,1
国外,13
换换,1
门缝,1
进驻,1
實際,1
地儿,1
房子,15
四形,2
鄙人,1
超出,2
中国,23
总,20
處理,5
如油,1
足以,4
小姐,146
带到,2
虽说,7
448,2
柳州,5
440,3
侧头,1
价廉物美,4
危险,2
呼啦啦,1
小妹,4
水草,1
现金支付,1
到手,1
没轮,1
還被,2
打进,1
小便,1
纪实,1
转接,2
不洁,3
17087105,2
外资企业,4
32,1
广告牌,3
质疑,7
37,2
36,1
35,4
国有企业,1
通往,1
味,15
开发,2
搬走,3
打过,1
七月份,2
怠慢,1
辩论,1
弄,50
不凉,1
琢磨,2
展现,2
制服,4
跟汉庭,1
窗台上,2
偷东西,1
安保,3
强烈推荐,4
劝,11
猜,2
免費,1
能到,1
体会,4
频道,6
年轻,3
…,94
订位,2
具体表现,2
订住,1
强太多,1
完事,1
发梳,1
水花,1
照片,19
重洗,2
开发票,13
得到,44
油,1
为,148
带双,1
对不住,2
尽管如此,2
严肃处理,2
饮水机,6
金陵,2
真诚,21
很痒,4
讲话,2
灰尘,8
套上,2
指错,1
一为,1
泥水,2
分期,1
消过,2
毯子,2
还生,1
F1,2
靠着,6
一问三不知,5
满意,88
基调,1
碗筷,2
垫被,1
走来走去,2
请,114
捣鼓,1
转房,1
真该,1
透气,3
剥脱,1
购物袋,2
reserved,13
更晕,1
所住,1
不足为奇,2
寥寥,1
照料,1
歉意,22
铜锣湾,1
无耻,5
亟待,2
土,3
小声,1
努力提高,1
石油,4
分不清,2
不求,1
看得出来,1
牌牌,1
监督员,2
Ｏ,6
远大,1
动不动,2
装傻,1
躺,16
插孔,1
烹饪,3
幅,1
她们,26
店里,2
鼾声,2
1368750,2
老式,7
评定,2
搜到,1
硬实,1
级差,1
白来,2
电线,2
报歉,1
往来,5
无聊,3
更是,21
客务部,2
破书,2
尸体,1
换后,1
执行,5
米汤,1
茶杯,4
国家,8
免,2
迎宾,6
小孩,30
新会,1
嘈,1
四川,8
高墙,1
再就是,1
可怕,19
超卖,1
形容,18
钟,4
参见,2
房價實,2
较差,32
几千元,1
记费,2
结算,21
四巾,1
迫不得已,3
演奏,1
廚房,2
临窗,2
小孔,1
<,2
上菜,5
中餐厅,20
十分重视,1
请多加,1
走人,2
阳台门,2
门市,3
大部分,5
中向,1
规则,2
离别,1
句,2
停,20
满房,3
非,13
旧得,1
哪有什么,1
技巧,1
可恨,2
真不知道,20
真相,3
硬,23
更新,6
除外,1
少住,2
转弯,1
可恶,11
看错,2
热闹,3
牌照,2
房好,1
如,62
人用,2
丽都,1
拖鞋,39
dC,1
挑,4
環境,2
台商,2
隆隆,2
收費,1
十字路口,2
回绝,1
棋牌室,1
不放纸,2
宽带接入,1
地区,5
不亮,2
网通,2
经不住,2
网速,21
西式,3
螺丝,1
耍赖,1
欢乐,2
样,4
晾着,1
符合标准,2
最具,1
几条,3
七八次,3
580,1
翻出,1
头疼,3
588,3
总留,1
拐,1
可惜,22
盖取,2
采纳,3
没有冬天,1
小害,1
小宰,2
功能,9
报案,3
端回,1
角如家,1
饭,8
可惡,1
大相国寺,4
件,2
办完,11
新修,1
NB,1
复查,2
好头,1
不满,22
字,56
圈,3
残,1
考,2
进不了,1
要不然,7
棉花胎,1
天珠,2
８,7
拦截,2
预计,2
斑斑点点,4
不在意,3
辣,1
旅館,1
而言,5
木,1
还加,1
牙刷毛,1
表示感谢,3
赶时间,8
好多,23
好处,14
银联,2
单床,1
凑合,7
退款,2
吋,1
由此,1
酒水,3
心,1
难闻,12
发不出,1
针对性,2
好好,24
音乐,7
段时间,9
收走,4
差多,1
加钱,4
与否,2
相距甚远,1
连绵不绝,1
辩解,1
兜,6
解决不了,4
亮些,1
以后,202
理念,4
如潮,1
口供,1
却是,10
新乡,1
这才查,1
点钟,11
真令人,2
何用,1
金钱,1
绿绿的,2
左边,1
方正,2
旅馆,46
Happyhour,2
開放式,2
于,18
高多,2
四层,1
奶奶,1
有着,4
足够,4
你們,4
可憐,2
消费,58
复杂,10
孩子,22
人理,7
公园,6
菜场,2
同水廁,2
累,7
清洁员,1
320,2
袋子,2
预警,1
香,2
发了,3
疹子,2
328,3
远远,9
减少,5
钥匙卡,5
讯问,2
离去,3
假话,1
赏,4
吵醒,17
时现,1
提,29
尽管,8
象样,2
第一个,10
不清,1
出格,1
两把,1
节假日,2
万丽,6
台吵,2
眼镜,1
摔倒,1
叠成,1
把握住,1
寒意,1
聽,1
穿着,7
长途费,2
立,1
难调,2
稀,2
成为,6
不光,1
本事,1
南昌市,1
铁丝,4
staff,1
可是,101
扎人脚,1
纪录,3
高度,3
带回,4
第二个,1
修葺,1
开脱,1
迟早,1
照着,1
共用,4
方法,5
几千块,2
⊿,1
弄清,2
368,1
硬币,2
曲阜,7
商业,2
水泵,1
迎接,3
改为,8
热腾腾,1
很烂,6
可圈可点,2
枕套,12
听得,6
怡宝,1
放个,1
中刷,2
扛着,2
这鬼,1
底下,6
很烦,2
画册,2
青山湖,2
对本,3
老婆,7
成人,3
纪念,2
两日,1
心理,10
问事,1
不敢恭维,23
令人欣慰,1
小巷,3
心理障碍,1
关怀,4
座位,1
媲美,2
上楼去,1
澡堂,1
滔滔不绝,1
以及,29
气得,2
睡前,2
四季,3
擦掉,1
计较,8
向前,5
房,319
有车,5
55555555,3
偏小,2
光光,1
不厌其烦,1
光,7
单行道,3
郊外,3
位置,109
位,9
全价,6
肃清,1
伞拉在,1
顶头,1
拔,5
偶然,2
最低气温,1
很难,14
材质,1
不許,1
黄水,4
早作,1
毛骨悚然,2
小且,2
有情可原,1
东路,1
谈价,1
池里,1
改了,2
象演,1
个洋,1
顶多,8
蹩脚,1
本來,4
导致,11
前脚,1
可有,2
敬告,4
中午,58
桑拿房,3
中南,2
垫子,1
星城亮,1
拿个,3
墙,13
大卡车,1
敲击,1
凯宾斯基,1
高得,1
八宝,1
下楼,26
以前,48
勉强,33
谁知,9
葫芦,1
衣桂,1
满屋子,3
全权负责,1
常客,4
假货,1
放下,6
拿下,2
心疼,3
老对,1
不近,2
钱塘江,1
相比,13
睡上去,3
老宅,1
共产党,1
还响,1
淋浴间,12
差异,4
SPM77,1
四颗星,3
噪音,53
心痛,4
晒,1
不远,11
痛,4
门童,56
刚装,1
水后,1
短信,3
树林,1
污了,1
全体,6
忍住,1
流鼻血,1
现找,1
屡有,1
房床,1
说错,2
磨,1
不了,37
连如家,4
遍地,2
上辈子,1
电站,1
袜子,3
加大力度,1
渍,2
到期,1
吃晚饭,2
气度,1
电暖气,1
三元,1
台前,4
患,1
拿些,2
),152
就订,3
带点,1
攻,1
怎么办,11
漏发,1
屁,2
結帳,1
妹夫,1
靠枕,1
冷飕飕,1
太贵,16
确切,3
硬得,2
灌水,1
地铁口,1
时水单,1
下榻,2
晦气,1
中原,1
临近,11
身边,3
差得,8
大酒店,62
自来水,8
月份,6
奇快,1
前住,3
日予定,1
关,30
利益,7
窝火,2
石沉大海,3
前作,1
做起,1
虽,6
广东话,4
排水,5
市中心,13
10.22,1
闹市,2
酒楼,1
而床,1
房已,1
两条,4
对方,20
front,1
字体,1
热醒,5
尤其,38
连夜,2
二人,4
遇上,8
日常,2
以免,13
入口处,1
装在,1
电梯间,5
浴具,1
问住,2
数码,1
289,2
不比,4
现房,1
西安,7
这所,1
好歹,1
280,12
284,2
西宁,5
民风,3
哇,1
提示,16
水份,4
地域,1
莫名,4
二件,1
超土,1
小强,3
云锦,1
兩條,2
盛,1
呜,1
烟,3
滲水,2
千岛湖,1
心目,2
牌价,1
享用,4
开药,2
餐饮部,1
有趣,3
雅兰,1
！,2214
满满的,2
预,25
不正,2
不止,1
二个,6
回馈,2
鞋印,1
三人间,9
嘛,11
借,4
垃圾堆,2
排序,2
菜到,1
最佳,1
名不副实,8
形式,1
小心,19
情侣,1
冷热水,6
陪同,1
姓名,10
嫌烦,1
舒适度,1
波折,1
公司,27
摇动,2
按脚,1
高层,11
地址,14
公厕,2
传家,4
四处,1
高,97
导航,19
铜,1
称不上,1
远一晚,1
不可不,1
难道,38
较大,12
诚信,11
认真,8
四大,2
册子,1
小得,25
四天,3
玩好,1
席梦思,4
开,144
游玩,4
翻过来,2
处,18
488,2
散步,1
快递,5
关掉,12
人点,1
玉皇阁,2
补贴,4
708,1
衣橱,8
取走,1
快速,2
太远,15
单布,1
电脑系统,5
品质,7
满以为,1
3218,1
太近,5
国庆,7
两晚,14
购买,5
多久,8
速度,39
喇叭,9
太过,3
吓死人,5
568,6
黑印,1
下次,178
离地,1
多出,2
共四人,2
560,3
老妈,6
做过,3
but,2
打表,4
胕,1
降至,1
签证,1
绝不,5
贵点,2
君逸康,3
Chengdu,1
如此,36
你,386
面盆,3
会涨,1
旧,151
叫醒,9
时看,1
地图,10
一厢情愿,2
两星,5
去处,2
眼里,1
两之手,1
磨磨蹭蹭,1
岂,2
不佳,4
护照,1
定过,2
会流,1
积极,7
查询,12
俱丁,1
太软,2
怕,13
致歉,8
门票,4
手纸,3
贪便宜,2
打不开,12
態度,2
吵闹,17
差差,7
抗议,4
Ｋ,1
莫名其妙,9
查证,1
不起作用,1
40,38
洗面盆,1
研究,5
读光盘,2
房屋,7
84,1
情人,1
他人,2
85,2
賠償,2
品尝,1
现烧,2
菜单,13
简而言之,1
镇,4
淌,2
手续,50
某,1
应酬,3
工作失误,3
忌讳,2
老外,23
不用说,9
但生,2
聚在一起,1
斑斑,4
办生续,1
冻得,4
北面,3
老大,2
相去,1
信誉,5
是否,43
鸡蛋,14
买点,1
他们,335
房小,2
透过,3
即,11
扔下,1
小店,3
播放,3
过火,1
闪烁,1
躲来躲去,2
订到,1
一刻起,1
西方,1
如同,1
床小不说,2
对客,3
河南,6
胡乱,4
facilities,2
怎麼,1
刚换,2
打平手,1
失职,3
ISDN,1
送回,1
赠送,15
软垫,2
走下坡,1
没有碰过,2
预付款,2
发生,41
瓶子,2
大大的,3
欲,1
340,3
丰富,5
舒适性,1
终点站,1
宽,3
划掉,2
傍晚,1
惊喜,3
@,3
人修,1
与其说是,1
提早,2
两天,44
两大,1
排忧解难,1
好找,4
GG,2
高招,1
多钟,2
挪动,2
跳下去,1
长时间,7
摘,1
两头,1
话,24
烧高香,1
直达,3
不善,1
针对,23
会动,1
安阳,1
既然,8
掩盖,2
猴年马月,2
湖濱,2
两夜,3
糟透了,2
酶,4
接近,8
最长,4
亲自,10
初五,2
紧临,1
科技成果,1
较杂,2
过会,1
瘦肉粥,1
高额,1
发疯,2
溪口,7
姐姐,1
致命,2
万事达,2
抬,7
再进,1
This,3
曼谷,4
刷,36
一段距离,1
耐不住,1
解决问题,11
连饭,1
仍旧,2
通行证,4
接轨,1
比纸,1
视,1
物不所值,1
打牌,1
某县,1
目的性,2
低级,4
祑,1
心跳,2
签个,1
歪歪,1
私下里,1
行礼,2
四月,2
食堂,6
下咽,4
扣掉,1
此种,5
欣赏,2
老是,3
最近,17
桌餐,1
凶,3
室外,9
物有所值,1
喷出来,2
车行,1
巾,4
安静,51
往往,1
房拼,2
里面,129
青山,1
大力,2
洗衣机,4
海不说,1
蹟,2
先不说,1
暂,2
４,16
过于,12
小心翼翼,2
请示,5
几人后,1
乱地,1
到家,1
吃饭,79
人事,1
不响,1
压金,2
车要,3
足,1
没醒,1
边远,1
吃饱,4
覺得,2
黄色,15
人们,1
漆黑,2
擦干,2
级数,1
人以,1
赢利,1
案例,2
无数次,1
8I,1
闹区,2
好几声,1
一点儿,1
浪费时间,5
问过,2
教训,5
满处,1
mm,3
过份,3
过长,1
該,5
繁多,2
巷子,2
咫尺,1
登陆,1
一部,4
实拍,1
私自,1
四晕,1
高挂,2
Motel,3
中毒,1
不周,2
撥電話,1
毒死,1
写错,3
较晚,7
三亚,10
地标,1
人为,2
悄悄地,2
比不上,6
床凳,1
富阳,1
一订,1
怪事,1
老来,1
清晨,2
人上,1
薄利,2
手提袋,2
念头,3
接待客人,1
台湾,1
不断,20
房才,1
不休,2
不如说是,3
摸黑,2
清晰,5
老板,18
班机,3
恁,1
清明,2
急于,1
过乐,1
买些,1
四星,138
双,7
不含,3
支架,1
干脆,6
髒,7
乖乖,3
好家伙,1
人买,1
与其,2
一侧,1
几层,4
满意度,3
来后,1
清扫,1
不吃,8
不名,2
不同,26
模糊,5
不合,2
杯,4
青岛,8
比美,1
优悦会,2
不吐,2
浓重,12
卫浴,6
退出,2
人口素质,1
震动,3
責任,2
水泥块,1
入门,1
民居,2
传来,5
抽煙,1
凑活,1
拉倒,1
详尽,1
缘故,4
游人,1
专项,2
家家,1
员,8
气愤,36
桌布,3
顾客,39
删,2
四时,1
地段,25
东西,144
皮肤,1
更差,8
403,1
住三晚,1
401,1
400,12
看电视,9
此笔,2
华联,1
荒草,1
409,1
几根,1
车去,3
进来,21
給換房,2
素质,25
一行,5
结,2
低下,2
后能,3
狼狈为奸,1
够不上,6
走上,7
漏水,22
只靠,1
已有,3
点半找,1
各处,1
换过,3
入住率,7
的士,15
此等,1
看来看去,1
背脊,1
点半才,2
规模,2
实地,5
转头,1
地毡,2
有所改善,5
地毯,117
先生,10
主题,2
惯例,4
自覺,1
成為,1
一袋,2
雪碧,2
从未,7
网吧,3
记不清,3
大大小小,2
两对,1
扑面而来,2
迈过,1
一过,2
实在,243
标间,72
账单,7
猎猎,1
盒内,1
抹杀,2
介意,1
后者,2
显得,14
染上,1
洗脸盆,7
言过其实,2
贵,58
远远望去,1
差极,1
劳累,1
差想,2
下回,5
很严,1
盏灯,1
多盖床,2
脚踏,1
故,2
两室,3
引到,2
繁华,13
两宿,1
改為,2
临睡前,1
两家,4
夜夜,1
很久,5
卡,34
蔚为壮观,1
BTV,1
啥,21
相同,14
花费,5
浴液,2
脚踢,1
荤菜,3
哪像,1
自觉,4
地步,4
重回,1
不见踪影,2
什麼,4
青年,4
东街,1
喝碗,1
哪儿,4
几度,1
不因,1
酒味,1
待遇,9
全然,1
自以为是,1
适应,4
続崩滤,1
毛病,3
一进,15
有名,1
我拉到,1
摸上去,1
一点半,1
中秋节,2
老旧,22
莫,2
后来者,5
购物,7
分贝,1
烟台,2
来回,13
兴灾乐祸,2
会出,1
黑漆,1
培训中心,1
例盘,2
取得联系,2
VPN,3
锈迹斑斑,2
烦恼,1
很俗,2
服务生,68
气息,1
酒吧,9
好慢,1
关心,3
八五折,1
意欲,1
past,2
衷心,8
秉承,3
旅行团,3
應該,1
自行,5
之處,1
清静,3
企图,1
客服部,2
二百米,1
小成,2
贵太多,1
华天,2
三,15
汕头,1
倍,4
里间,1
理會,2
次住,2
到处,33
两岁,1
雖說,1
裝飾,2
-,242
抢,3
往前,1
后脚,1
字来,1
形成,1
牺牲,1
舒适,15
度过,1
防滑垫,3
优势,15
没人用,2
玻璃窗,6
如住,1
灰暗,3
柜子,7
though,1
一觉,1
足疗,6
诈骗,1
排出,2
人員,1
一角,1
厚实,1
优惠价格,1
茶叶,8
拖,12
企业,13
乱叫,1
借记卡,1
单晚,1
稍稍,1
竟然,265
复式,1
行程,17
不良,1
停车场,45
千元,1
正对着,5
交接班,5
咸菜,6
晚起,1
房单,2
老掉牙,1
境內卡,1
到底,23
以此,3
咋,4
梳子,1
一踏,1
洗衣房,8
留给,4
瑞安,2
黄同金,1
水果刀,1
管理费,2
思考,1
颗星,5
宾客,31
八折,1
东,2
不出,3
两分钟,4
台,24
光线,7
地头蛇,1
抽烟,2
大润发,1
对待,8
没多久,1
赶出来,1
联发,2
许多,13
放到,4
向櫃,1
交给,3
有太多,1
自停,1
皮蛋,2
一蹋,1
琌,1
二瓶,4
跑掉,1
不冷,4
归,4
食品卫生,2
决不,12
砖墙,1
健康,1
交纳,2
问个,2
理想,8
惊人,3
航班,10
不再,21
硬是,9
华夏,2
結果,2
候給,2
深,4
只配,2
昆明机场,1
简直,118
礼品,6
脸姓,1
每张,2
乌合之众,1
亏心事,1
酒台,2
几大,1
小旧,2
几天,19
现实,2
不全,1
斥责,2
不予,4
液态,1
小时,138
返回,5
试题,2
一身,2
烟味,42
附赠,3
贱,1
一共,12
几外,2
答案,4
365,1
合约,2
小星星,1
360,7
宽贷,1
玩艺,1
捅,3
我结,2
打听,2
自负,2
检验,2
写道,1
杯子,5
找不着,2
咕咕,2
米兰,2
无孔不入,1
扯,1
油漆,4
维修工,2
送到,10
考点,1
房有,1
方向,5
类,3
虾,1
丽江,5
穿,13
训示,1
付掉,1
离海,4
热烈,1
刚才,5
终归,2
莅临,2
感冒,20
排场,1
搬,15
服務員,3
吃得下,1
笔,1
1.1,1
累积,3
介绍书,1
来收,2
住进,6
相反,4
叫个,1
不像,19
分到,4
差来,1
内衣,2
星级宾馆,9
洲,1
饮用水,14
寒心,1
全省,2
高架,5
小提琴,2
挂羊头卖狗肉,1
不愿开,2
二话没说,1
起满,1
挨到,1
基本上,22
還有條,1
部门,25
进到,3
此类,8
联动,1
Ｎ,4
发火,4
歪曲事实,1
踏踏,1
如入,1
歌厅,3
一车,3
冬季,2
一一列举,1
短短,2
票,10
簡陋,4
气晕,1
一轮,1
晚饭时间,1
n,2
蹲,2
木板门,2
看不到,9
彼,2
倒水,2
红烧,3
一辆,2
南苑,2
内装,1
车费,1
服務員竟,2
体现,5
会址,1
租出去,3
小灯,1
养眼,1
少,70
不上不下,1
廉价,6
自身,3
’,12
众多,2
吃得了,1
送卡,1
挺远,1
Ｇ,1
展会,7
内裤,2
會員,2
精神损失,1
时冷时热,1
堆放,3
谱,2
自行车,10
不停,13
一边,27
摁,1
部长,2
本着,1
搞笑,10
CTIRP,2
太噪,1
阳朔,5
房是,6
逆流而上,1
常有,1
发烧,1
尚且,2
不值,37
大跌眼镜,4
直言,1
商业区,7
洗涤剂,1
油渍,1
矿泉水,15
双人间,9
小东西,3
说,1125
会场,2
政策,4
去掉,1
塔,2
心事,1
优先,5
堵塞,7
发生争执,1
自费,4
房时,4
不可,15
关于,45
健身操,1
文,1
时买,1
上下班,6
几家,4
适宜,1
随身携带,2
脚,4
我用過,2
自贡,1
脏乱,5
附近,67
护身符,1
傻子,1
特不,1
中档,1
携程,701
把头,2
五颗,1
肯,2
不及,3
妈咪,1
粉,1
材料,3
痛苦,9
感动,2
通行费,2
不变,2
gave,1
撇得,1
D,1
但,437
作业,1
接触,4
两张,16
比君悦,1
欠缺,2
托,2
距,8
不去,25
传给,1
59,2
58,3
闲着没事,1
2990,1
穨,1
麻将桌,2
56,1
51,2
50,21
梳头,1
买,46
甚难,1
公款,1
延弛,1
57,2
上级领导,1
发现,222
时代,3
出自,1
公母,1
沙锅,1
十元,8
透,9
城内,1
建国,4
环保,9
省市,1
会员,23
床超,2
装潢,3
地漏,4
不得已,1
更好,29
如加,1
基础设施,2
心中,7
圆脸,1
另一边,1
感到,24
马路上,11
莫泰,9
湖边,2
电风扇,3
420,3
国有,2
看不出,5
汇宾楼,2
挨冻,4
台球桌,1
房改,1
CONFIRM,1
歉,2
530,2
需经,1
网,14
帮忙,36
单据,8
著,5
节省时间,1
退回,6
特价,22
胆小,1
不包,3
毕竟,8
脏且,1
入,4
充饥,1
店及,1
H1,1
花园里,1
更大,1
老总,5
出,53
关了,1
脸孔,1
最,184
單床,2
先给,2
放在眼里,1
SERVICE,2
一次次,2
作为,47
型,5
上手,2
两幢,1
家庭,12
two,2
０,24
怎么样,11
赞一赞,1
花生米,2
每人,7
宁静,1
两年,4
传承,1
沼气,1
三百多元,1
尽如人意,3
电视节目,8
窩,1
下午,63
日本料理,2
我多盖,1
冬天,9
喝粥,2
程网,1
车辆,2
单把,1
高新,1
边角,2
缺少,7
中国银行,1
空房子,1
head,1
建在,2
北国,2
结婚,5
感受,36
傲慢无礼,2
倒入,1
耶,4
一赏,1
坐板,2
林林总总,1
齐,2
没送,1
走不开,1
脱漆,1
愤然,1
破烂,6
每分钟,5
口,8
算一天,2
特低,2
慈溪,2
一起,49
文房四宝,1
各项,3
六楼,5
时会,4
电吹风,3
茶垢,1
每个,13
金鹰,10
油污,1
感化,1
名,2
斗争,2
如厕,3
尽然,4
不要紧,2
绝不会,6
家常,2
相关,22
check,62
远有,1
High,1
紧,2
度,37
两扇门,2
豪华,102
面上,5
无所谓,12
动手,3
骚痒,1
翁翁响,1
散发,3
每一寸,2
挨得,2
重叠,1
因此,24
不利,1
不刷,2
认为,27
不到,118
打幾局,2
下去,13
授权,39
抓挠,2
石上,1
来到,9
时便,1
可差,2
不分,1
两床,3
一路,3
大步,1
之旅,2
美食,2
不则,1
等车,1
要,724
找出,3
CHACK,1
以来,10
两入,1
整体,29
不胜感激,1
绿地,2
转卖,2
饮水器,2
小楼,1
对视,1
不尽人意,7
忽亮,1
沟通,21
下层,5
渐渐,2
号码,6
428,2
完美,5
被,269
两元,2
一般,327
超慢,1
全程,3
不卖,2
建塘,1
三部,1
地下室,8
现在,98
阴森森,2
保险,1
下属,2
可到,2
公德心,1
制止,1
搭理,4
气死,6
烦死,1
经,9
电子,1
默默,2
抵达,4
扣款,6
狂载,2
日落,1
已知,1
无缘,1
宜家,6
不严,1
岂止,1
衣衫不整,1
宜宾,3
已派,1
室内,14
何种,1
进去,80
意思,21
识趣,1
一览无遗,1
相应,8
赏赐,1
一节,1
协议,24
调,10
十余分钟,1
那家会,2
连续剧,1
好几个,6
粘着,3
长叹一声,2
第一印象,9
尼斯,2
仅此而已,1
院落,1
憧憬,1
汤水,1
星,168
防滑,1
罗嗦,2
客,5
本地人,4
永不,1
之,35
常理,1
受罪,4
可加,1
脱,1
模糊地,1
折腾,30
害,17
骗钱,2
看守所,2
总体而言,1
电信,2
相帮,1
个头,2
混子,1
恼人,1
嫌,1
同情心,1
家具,42
[,1
忆苦思甜,1
客人,431
焕然一新,1
单早,1
没热方,1
不整洁,1
太滥,1
本不愿,1
拒不做,1
提供,130
复合,3
酒店式,5
分得,1
漆面,2
補充,1
除夕夜,1
臭味,16
转去,1
誉兴太脏,1
决不能,2
交班,2
城建,1
却告,1
指锦昌,1
连锁,18
答不上,1
挂上去,2
普遍,2
小桌,1
漓江,4
布置,8
园内,1
核实,4
栽赃,3
闻名于世,1
小馒头,1
需求,10
坡,6
打折扣,2
披上,2
度假,15
中有,4
翻找,1
核对,11
固然,1
行為,1
小吃店,1
止泻,2
与人方便,1
偏低,1
两倍,4
小标,1
二种,1
非说,1
山西,5
鞋撑,3
整个,76
转到,2
顶,7
流出,1
常用,1
要死要活,1
提价,1
相形,2
鸢,1
哪家,2
适合,16
合作伙伴,8
們,2
996,3
向来,4
任何人,8
扬州,3
评比,1
亚,2
期,4
商品房,1
黑斑,1
有用,2
情况严重,1
言辞,1
1,406
对布草,2
王街,1
弟,2
灰泥,1
为的是,1
相当,56
深航,2
酒廊,11
带子,4
盖板,1
半小时,29
真没想到,1
甘肃,5
大雨,3
乃至,2
试问,4
那来,2
提交,3
号称,32
可取,5
运动,6
滚,1
长衣,1
怒火,1
西江,1
当地人,1
酒店,3190
不约而同,1
烦,2
城市,35
烟头,1
可口,2
期望值,3
趁火打劫,1
湖景,6
连门,2
不少,30
朝代,1
马路,47
节能,5
饮食文化,1
建,4
因无房,1
超,13
香烟,1
娱乐,7
积分,16
餐费,2
堪称,2
不快,15
上窜下跳,1
送餐费,1
回音,4
带足,1
消耗品,1
RMB300,2
多一间,1
输水管,2
管,12
女人,7
烧法,1
列出来,1
奇少,1
早班车,1
不忍,1
锁门,2
对内,1
两千,2
男人,3
高品质,2
去求,1
女用,1
真服了,1
枪手,2
不敢苟同,2
好容易,1
首届,1
躲,2
瓦数,2
用词,1
lonely,2
要选,2
压,1
几十块,2
忠肯,1
encountered,1
摇晃,1
这,355
但水,2
一两百,2
竭诚,3
套紧,1
指示灯,1
长话,2
对岸,1
两包,1
道歉,42
卫生状况,5
头部,3
数个,2
来得,2
教育,11
回如家,1
渡假村,1
刁难,1
不离店,2
枕巾,2
两只,5
拒载,4
两句,2
因是,2
管理混乱,2
美,2
室内外,1
划不来,4
卫星,3
两台,2
疑惑,2
女士,16
重庆,9
黑暗,4
100g,1
归还,3
金葫芦,1
考核,1
小毛,1
关不上,9
不当,2
纸,14
之辞,2
卫浴设备,3
钥匙扣,2
烧水,11
大客车,4
搂华,1
配置,6
清洁,25
答是,1
该洒店,1
街,10
没吃过,3
清洗,8
由于,132
不开,7
谢谢您,16
下床,1
来开,2
修,32
尊敬,30
飞到,2
购物中心,5
下新,1
place,2
操操,1
走不动,1
事实证明,5
死气沉沉,1
拦到,3
引导,2
弄清楚,3
时花,1
相差,24
